PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,spinDir,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle,play_by_play,run_value,wOBA_result,xwOBA_result,Family,FB_RelSpeed,FB_IVB,FB_HB,delta_velo,delta_IVB,delta_HB,dre_hat,run_suppress,fam_mu,fam_sd,StuffPlus
27,2025-09-05,13:46:29.67,3,3,"Kelly, Owen",835437,Right,OLE_REB,"Furniss, Wilburn",1000092437,Left,OLE_REB,Undefined,2,Top,1,0,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,87.17894,-0.106933,-2.603658,1641.457082,274.72758,3:15,4.89219,1.76403,6.26758,-36.59848,-0.16504,16.47525,1.74363,0.73488,79.5124,-6.90635,0.375365,0.434432,,,,,,,,,,,,-9.28902,0.33433,-1.57871,50,4.8668,5.10002,-126.60741,-1.4477,-14.9805,27.40101,-31.63485,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,a1927240-8a88-11f0-b7ae-078b0a2ab2b7,86.76261,,,7.66653,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:46:29.67,2025-09-05T13:46:29.6720000-05:00,2025-09-05T18:46:29.6720000Z,,v3,5322,5322,,,,Undefined,OLE_REB,03cd053b-3004-4fc5-9aef-f05f2b124735,54.23313,-127.52027,13.7005,4.89748,-0.39379,-15.81743,-1.75693,5.59909,-7.49025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,BallCalled,0.063688329,0.0,,Offspeed,91.53317,7.48829,16.919185,-4.354230000000001,-7.65333,-0.44393499999999975,0.0044668477126549155,-0.0044668477126549155,-5.988657624957097e-05,0.0028348068839913684,68.90820915320761
28,2025-09-05,13:47:06.10,3,4,"Kelly, Owen",835437,Right,OLE_REB,"Furniss, Wilburn",1000092437,Left,OLE_REB,Undefined,2,Top,1,1,2,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.03662,1.214958,-3.416991,2290.840998,242.31099,2:00,5.06774,1.53367,6.13721,-26.03651,7.36217,12.07174,4.0231,-0.62216,83.17981,-3.652853,-1.24603,0.415945,,,,,,,,,,,,-7.1291,3.79524,-1.27863,50,5.14717,7.37637,-132.10414,1.93826,-12.62735,27.53066,-25.45173,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,b748eb00-8a88-11f0-b7ae-078b0a2ab2b7,90.61879,,,7.8568,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:47:06.10,2025-09-05T13:47:06.1030000-05:00,2025-09-05T18:47:06.1030000Z,,v3,5322,5322,,,,Undefined,OLE_REB,d01396a8-57d4-488c-a6e6-7a7bed1ec513,54.36258,-133.0102,13.76533,5.06959,2.77591,-12.72587,-1.52823,7.79195,-6.31367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,BallCalled,0.063688329,0.0,,Fastball,91.53317,7.48829,16.919185,,,,-0.007377962675617919,0.007377962675617919,0.00709721738292529,0.006600601967442501,100.85066572436092
29,2025-09-05,13:47:29.83,3,5,"Kelly, Owen",835437,Right,OLE_REB,"Furniss, Wilburn",1000092437,Left,OLE_REB,Undefined,2,Top,1,2,2,Sinker,Sinker,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,92.09563,-0.911675,-3.484079,2307.553839,259.783815,2:45,4.90677,1.65106,5.84511,-28.84647,4.0965,17.13938,1.65402,-0.16248,84.55484,-6.236425,-0.414014,0.413098,,,,,,,,,,,,-9.67323,2.65484,-1.3772,50,4.8155,7.38376,-133.64587,-3.18327,-17.56174,27.77933,-27.35421,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,c56d10d0-8a88-11f0-b7ae-078b0a2ab2b7,91.2434,,,7.54079,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:47:29.83,2025-09-05T13:47:29.8350000-05:00,2025-09-05T18:47:29.8350000Z,,v3,5322,5322,,,,Undefined,OLE_REB,ba5476c3-eac4-4029-9014-a479582028f1,54.65635,-134.61025,13.88967,4.90953,-2.23365,-13.67711,-1.64411,7.99343,-8.78087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,StrikeCalled,-0.065092516,0.0,,Fastball,91.53317,7.48829,16.919185,,,,-2.746655458899858e-05,2.746655458899858e-05,0.00709721738292529,0.006600601967442501,78.57846643924942
30,2025-09-05,13:48:09.74,4,1,"Kelly, Owen",835437,Right,OLE_REB,"Utermark, Judd",824607,Right,OLE_REB,Undefined,2,Top,2,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.56493,-0.369758,-3.174455,1644.055483,277.147201,3:15,4.7952,1.51048,6.39616,-36.65518,-0.8726,15.8971,1.40001,-0.0873,80.29074,-7.176935,-0.294481,0.430533,,,,,,,,,,,,-9.18764,-0.00547,-1.28931,50,4.75204,6.44047,-127.20308,-2.01225,-15.0355,26.3843,-32.183,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,dd374e60-8a88-11f0-b7ae-078b0a2ab2b7,87.54816,,,7.27419,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:48:09.74,2025-09-05T13:48:09.7430000-05:00,2025-09-05T18:48:09.7430000Z,,v3,5322,5322,,,,Undefined,OLE_REB,efa13b34-4bc1-49c5-bac1-921e455037c0,54.10582,-128.05187,13.19215,4.80012,-0.97691,-16.0915,-1.50428,6.92417,-7.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,StrikeSwinging,-0.118124936,0.0,,Offspeed,91.53317,7.48829,16.919185,-3.9682399999999944,-8.36089,-1.0220849999999988,0.0044668477126549155,-0.0044668477126549155,-5.988657624957097e-05,0.0028348068839913684,68.90820915320761
31,2025-09-05,13:48:40.82,4,2,"Kelly, Owen",835437,Right,OLE_REB,"Utermark, Judd",824607,Right,OLE_REB,Undefined,2,Top,2,1,2,Sinker,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,90.33076,0.739454,-3.587853,2348.437969,239.958086,2:00,5.19961,1.55393,6.27088,-24.10131,9.7817,15.02981,3.87424,-0.50551,82.22278,-3.801869,-0.878001,0.41895,,,,,,,,,,,,-8.79819,5.19532,-1.29519,50,5.24265,7.59949,-131.06132,0.93951,-15.26942,28.26995,-23.15745,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,efbb24d0-8a88-11f0-b7ae-078b0a2ab2b7,89.96881,,,8.10798,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:48:40.82,2025-09-05T13:48:40.8240000-05:00,2025-09-05T18:48:40.8240000Z,,v3,5322,5322,,,,Undefined,OLE_REB,6ba5b253-0c55-4f4d-bf81-f4b1962db56f,54.22902,-131.97037,14.13497,5.20046,1.68416,-11.57873,-1.54745,8.09049,-7.63471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,StrikeSwinging,-0.118124936,0.0,,Fastball,91.53317,7.48829,16.919185,,,,0.0028747943265388376,-0.0028747943265388376,0.00709721738292529,0.006600601967442501,69.78453856587288
32,2025-09-05,13:52:00.15,1,1,"Collopy, Patrick",1000138095,Left,OLE_REB,"Paino, Owen",807273,Left,OLE_REB,Undefined,3,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.12113,-0.38887,3.283402,2261.71461,134.923559,10:30,6.74967,1.81914,6.11247,-19.25206,14.75674,13.76044,4.78517,0.0735,82.59657,-4.030912,0.808624,0.419727,,,,,,,,,,,,7.91461,8.02473,1.57373,50,6.70953,-6.92498,-130.83464,-1.46688,13.78932,26.27387,-18.19285,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,66732460-8a89-11f0-b7ae-078b0a2ab2b7,89.80223,,,7.52456,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:52:00.15,2025-09-05T13:52:00.1530000-05:00,2025-09-05T18:52:00.1530000Z,,v3,5322,5322,,,,Undefined,OLE_REB,d3c7538a-325d-4b4a-bab5-fed7f1199e70,54.387,-131.71268,13.13693,6.74839,-0.8589,-9.09643,1.81285,-7.3858,6.89466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,BallCalled,0.063688329,0.0,,Fastball,90.28488,15.65686,12.990305,,,,-0.012083229389993637,0.012083229389993637,0.00709721738292529,0.006600601967442501,115.10774935880659
33,2025-09-05,13:52:15.19,1,2,"Collopy, Patrick",1000138095,Left,OLE_REB,"Paino, Owen",807273,Left,OLE_REB,Undefined,3,Top,0,1,0,Fastball,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,89.75268,-1.669816,3.0662,2309.838927,134.470872,10:30,6.51171,1.83658,6.41481,-19.85355,14.03489,13.24733,3.31943,-0.11884,82.46055,-5.430521,0.668392,0.418984,89.95938,57.877387,-29.110559,4545.004377,87.34156,148.70656,-66.8689,227.43252,132.83551,-41.89374,6.217772,7.75504,8.0965,1.62316,50,6.38299,-6.46836,-130.36704,-4.37565,13.40834,26.21476,-18.17538,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,6f81b710-8a89-11f0-b7ae-078b0a2ab2b7,89.96157,154.29292,,7.29213,,,,0.76801,3.51456,0.08263,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:52:15.19,2025-09-05T13:52:15.1970000-05:00,2025-09-05T18:52:15.1970000Z,FlyBall,v3,5322,5322,,,,Undefined,OLE_REB,800b4274-f3e5-433c-a2eb-19d3c6d83d59,54.0865,-131.1862,13.10738,6.51084,-3.80771,-9.08769,1.83182,-6.88734,6.70417,164.185791,0.78267,61.02512,-17.37167,3.79208,-0.16133,-0.15835,0.04615,-0.00533,0.00023,3.49731,112.00313,-26.84143,3.86365,-1.03924,0.21594,-0.02659,0.00147,-2e-05,0.07677,-34.04212,3.27533,-0.26387,-0.14004,0.06279,-0.01138,0.00098,-3e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,,,,Out,-0.195568767,0.0,0.0116508607715938,Fastball,90.28488,15.65686,12.990305,,,,-0.008199739269206755,0.008199739269206755,0.00709721738292529,0.006600601967442501,103.3406707197909
34,2025-09-05,13:52:43.91,2,1,"Collopy, Patrick",1000138095,Left,OLE_REB,"Bull, Bryden",1000197470,Left,OLE_REB,Undefined,3,Top,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.70145,-0.824587,1.917382,2137.016078,138.042296,10:30,6.68783,1.82729,5.91184,-17.93651,15.71174,13.24544,4.42729,-1.15078,83.50256,-4.206563,-0.459772,0.417496,,,,,,,,,,,,7.23626,8.55548,1.68077,50,6.61126,-3.84106,-131.82139,-2.45351,12.84744,25.66013,-16.98443,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,80868ea0-8a89-11f0-b7ae-078b0a2ab2b7,90.28211,,,7.19889,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:52:43.91,2025-09-05T13:52:43.9140000-05:00,2025-09-05T18:52:43.9140000Z,,v3,5322,5322,,,,Undefined,OLE_REB,fa44c6fd-cef2-4d8b-aba1-bf044b837900,54.58823,-132.71152,12.83006,6.68615,-1.86433,-8.49221,1.82175,-4.28673,6.42372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,BallCalled,0.063688329,0.0,,Fastball,90.28488,15.65686,12.990305,,,,-0.0038499149789419265,0.0038499149789419265,0.00709721738292529,0.006600601967442501,90.1605871100827
35,2025-09-05,13:53:00.11,2,2,"Collopy, Patrick",1000138095,Left,OLE_REB,"Bull, Bryden",1000197470,Left,OLE_REB,Undefined,3,Top,1,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.67021,-2.920905,3.641751,2229.13062,140.901327,10:45,6.59534,1.93852,6.34835,-18.1404,15.10733,11.4804,2.38707,0.46167,83.69558,-6.347215,1.568333,0.415004,,,,,,,,,,,,6.87213,8.90796,1.67878,50,6.37387,-7.90867,-131.5256,-7.24583,12.15636,25.32603,-16.41644,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,8a4cb180-8a89-11f0-b7ae-078b0a2ab2b7,90.82428,,,6.97462,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:53:00.11,2025-09-05T13:53:00.1190000-05:00,2025-09-05T18:53:00.1190000Z,,v3,5322,5322,,,,Undefined,OLE_REB,99cb7000-9f40-4f42-8888-83702537003d,54.15219,-132.32271,12.66302,6.59379,-6.72913,-8.20822,1.93372,-8.29128,6.07818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,StrikeCalled,-0.065092516,0.0,,Fastball,90.28488,15.65686,12.990305,,,,-0.0088506884624913,0.0088506884624913,0.00709721738292529,0.006600601967442501,105.3130641363167
36,2025-09-05,13:53:16.73,2,3,"Collopy, Patrick",1000138095,Left,OLE_REB,"Bull, Bryden",1000197470,Left,OLE_REB,Undefined,3,Top,1,1,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.82695,0.666408,2.055512,2301.771969,133.2416,10:30,6.69472,1.72564,6.20166,-20.13489,13.72383,13.58351,5.6324,-0.95935,82.78086,-3.132821,-0.39478,0.4188,,,,,,,,,,,,7.52859,7.24256,1.57761,50,6.73449,-4.1353,-130.63394,0.91323,13.1503,24.73238,-19.52333,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,94151e50-8a89-11f0-b7ae-078b0a2ab2b7,90.00108,,,7.04609,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:53:16.73,2025-09-05T13:53:16.7320000-05:00,2025-09-05T18:53:16.7320000Z,,v3,5322,5322,,,,Undefined,OLE_REB,9e19d0eb-f618-40f5-ba8c-b6f003c12b5a,54.29927,-131.44538,12.36619,6.69403,1.55377,-9.76167,1.72036,-4.56675,6.57515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,BallCalled,0.063688329,0.0,,Fastball,90.28488,15.65686,12.990305,,,,-0.010311853089635706,0.010311853089635706,0.00709721738292529,0.006600601967442501,109.74043192595651
37,2025-09-05,13:53:35.73,2,4,"Collopy, Patrick",1000138095,Left,OLE_REB,"Bull, Bryden",1000197470,Left,OLE_REB,Undefined,3,Top,1,2,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.27198,4.505334,-1.636651,1881.788373,189.092222,12:15,6.38804,1.98865,6.18522,-46.24999,4.91748,-0.56354,6.70433,-3.45335,67.48642,-4.074515,-1.535229,0.514835,,,,,,,,,,,,-0.68287,1.98465,2.11191,50,6.70596,3.0156,-106.22909,7.08626,-0.79018,16.04255,-29.87754,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,9f71e6c0-8a89-11f0-b7ae-078b0a2ab2b7,73.21262,,,5.78556,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:53:35.73,2025-09-05T13:53:35.7350000-05:00,2025-09-05T18:53:35.7350000Z,,v3,5322,5322,,,,Undefined,OLE_REB,08c4bf44-63d8-4337-a03c-e92d1f8981ad,54.31319,-106.87848,8.02128,6.39463,8.29568,-14.93877,1.9892,3.04759,-0.39509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,BallCalled,0.063688329,0.0,,Breaking,90.28488,15.65686,12.990305,-17.012900000000002,-10.73938,-13.553844999999999,0.004547382947962038,-0.004547382947962038,0.005545953463498985,0.008683169874374808,76.75195451088017
38,2025-09-05,13:54:00.42,2,5,"Collopy, Patrick",1000138095,Left,OLE_REB,"Bull, Bryden",1000197470,Left,OLE_REB,Undefined,3,Top,1,3,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.69327,-1.983844,2.46014,2199.39914,146.749821,11:00,6.58419,1.9621,6.42127,-16.72899,17.46532,10.70902,3.36402,-0.59161,81.71797,-5.198732,0.52065,0.42087,70.67604,48.453791,-133.170239,4931.94468,-89.28808,68.72629,-64.24657,182.60575,70.50845,-154.866989,3.946047,6.30355,10.03583,1.79108,50,6.43468,-5.16947,-130.20096,-4.95026,10.77545,28.40359,-15.01856,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,ae392a60-8a89-11f0-b7ae-078b0a2ab2b7,89.55829,68.85569,,7.9753,,,,-0.27327,3.37278,0.54166,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:54:00.42,2025-09-05T13:54:00.4220000-05:00,2025-09-05T18:54:00.4220000Z,Popup,v3,5322,5322,,,,Undefined,OLE_REB,b26b086c-7db0-4522-8971-b2d5d40f1d56,54.07813,-131.0876,14.20179,6.58188,-4.48144,-7.50928,1.95769,-5.50583,5.38773,40.315005,-0.27409,-47.01057,-1.61421,1.60461,-0.62898,0.24475,-0.05943,0.00761,-0.0004,3.37221,77.59222,-27.25287,3.32136,-0.6428,0.06778,0.01339,-0.00486,0.0004,0.54061,-50.09972,9.65949,-0.35283,-0.66541,0.51412,-0.16877,0.02634,-0.00161,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,66.59528,8.40239,7.25832,FoulBallNotFieldable,-0.038050274,0.0,,Fastball,90.28488,15.65686,12.990305,,,,-0.008251594036590953,0.008251594036590953,0.00709721738292529,0.006600601967442501,103.49779204793633
39,2025-09-05,13:54:24.13,2,6,"Collopy, Patrick",1000138095,Left,OLE_REB,"Bull, Bryden",1000197470,Left,OLE_REB,Undefined,3,Top,1,3,2,Fastball,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,89.28639,-0.781916,2.302417,2214.720972,135.630075,10:30,6.68242,1.87059,6.06675,-18.21269,16.94261,15.37816,4.44045,-1.02018,80.76023,-4.268124,-0.464713,0.426743,,,,,,,,,,,,8.5893,9.31201,1.69991,50,6.61202,-4.55782,-129.5334,-2.28532,14.44431,29.64039,-16.5144,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,bc5fc130-8a89-11f0-b7ae-078b0a2ab2b7,88.32579,,,8.52616,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:54:24.13,2025-09-05T13:54:24.1390000-05:00,2025-09-05T18:54:24.1390000Z,,v3,5322,5322,,,,Undefined,OLE_REB,537a8192-f30e-4c97-aff1-92c74c35486d,54.43138,-130.54347,14.8202,6.68031,-1.72255,-8.2572,1.86362,-5.05005,7.22216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,StrikeSwinging,-0.118124936,0.0,,Fastball,90.28488,15.65686,12.990305,,,,-0.010733173638227036,0.010733173638227036,0.00709721738292529,0.006600601967442501,111.01704442484524
40,2025-09-05,13:54:49.92,3,1,"Collopy, Patrick",1000138095,Left,OLE_REB,"Paino, Owen",807273,Left,OLE_REB,Undefined,3,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.40133,-1.905835,3.844005,2221.657581,146.307165,11:00,6.70867,1.76351,6.01305,-18.20674,15.82851,9.84914,3.42127,0.98213,82.89433,-5.344754,2.077843,0.41989,,,,,,,,,,,,6.04579,8.95532,1.46659,50,6.54866,-8.383,-131.04844,-4.91756,10.56129,26.52127,-16.5302,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,cba339b0-8a89-11f0-b7ae-078b0a2ab2b7,89.76735,,,7.507,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:54:49.92,2025-09-05T13:54:49.9240000-05:00,2025-09-05T18:54:49.9240000Z,,v3,5322,5322,,,,Undefined,OLE_REB,f3943422-227d-4f78-b995-afe40f2190c6,54.48574,-131.95313,13.26064,6.70679,-4.35368,-8.2651,1.7587,-8.74326,5.28065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,BallCalled,0.063688329,0.0,,Fastball,90.28488,15.65686,12.990305,,,,-0.007797590924009597,0.007797590924009597,0.00709721738292529,0.006600601967442501,102.1221505085109
41,2025-09-05,13:55:08.61,3,2,"Collopy, Patrick",1000138095,Left,OLE_REB,"Paino, Owen",807273,Left,OLE_REB,Undefined,3,Top,2,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.43901,-2.811266,2.314229,2239.431804,142.897412,10:45,6.71333,1.80557,6.00928,-16.01591,18.09324,12.84513,2.76995,-0.7308,82.64185,-5.86258,0.005093,0.420346,,,,,,,,,,,,7.20217,10.40205,1.63046,50,6.48333,-4.74776,-131.15552,-6.89687,12.5405,27.83454,-14.06188,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,d6dc9ba0-8a89-11f0-b7ae-078b0a2ab2b7,89.67006,,,7.79716,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:55:08.61,2025-09-05T13:55:08.6120000-05:00,2025-09-05T18:55:08.6120000Z,,v3,5322,5322,,,,Undefined,OLE_REB,79796147-ed97-40d6-ae1a-212e00da1aa5,54.48936,-132.10484,13.91727,6.71037,-6.41728,-7.03094,1.79968,-5.17547,6.27025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,StrikeCalled,-0.065092516,0.0,,Fastball,90.28488,15.65686,12.990305,,,,-0.0089996618506026,0.0089996618506026,0.00709721738292529,0.006600601967442501,105.76445747542762
42,2025-09-05,13:55:26.04,3,3,"Collopy, Patrick",1000138095,Left,OLE_REB,"Paino, Owen",807273,Left,OLE_REB,Undefined,3,Top,2,1,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.05838,-2.645051,3.872948,2290.768603,143.597161,10:45,6.62448,1.9094,6.29498,-17.78194,15.60198,10.69816,2.69801,0.77333,83.15146,-6.027077,1.94398,0.415853,81.22943,61.416778,-102.518672,5505.91213,,,,,22.70688,,,6.66359,9.19205,1.62917,50,6.42071,-8.49812,-131.94983,-6.61675,11.72792,28.52547,-15.99606,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,e12cd610-8a89-11f0-b7ae-078b0a2ab2b7,90.63883,40.38174,,7.90693,,,,0.35801,2.40363,-0.61847,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:55:26.04,2025-09-05T13:55:26.0460000-05:00,2025-09-05T18:55:26.0460000Z,,v3,5322,5322,,,,Undefined,OLE_REB,02301358-7ce6-42c3-8ff8-ab6874127123,54.20498,-132.85577,14.26273,6.62279,-6.10873,-7.99803,1.90498,-8.87058,5.86396,29.287934,0.37729,-12.98182,-9.21855,,,,,,,2.42443,103.94951,-32.10467,,,,,,,-0.63198,-55.20983,11.86534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,,,,FoulBallNotFieldable,-0.038050274,0.0,,Fastball,90.28488,15.65686,12.990305,,,,-0.007947735054971695,0.007947735054971695,0.00709721738292529,0.006600601967442501,102.57709122968356
